--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,,,,Scoring,,,Scoring,,Goals,,,,Assists,,,,,Ice Time,,-additional
Rk,Player,From,To,Yrs,GP▼,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,-9999
171,Sami Lepistö,2010,2011,2,117,5,17,22,21,97,5,0,0,1,17,0,0,99,5.1,2052,17:32,lepissa01
172,Louie DeBrusk,1999,2001,3,115,4,3,7,-6,191,4,0,0,0,3,0,0,42,9.5,604,5:15,debrulo01
173,Hannu Järvenpää,1987,1989,3,114,11,26,37,-18,81,9,2,0,0,23,3,0,115,9.6,,,jarveha01
174,Greg Paslawski,1990,1991,2,114,27,40,67,-10,24,19,8,0,7,29,11,0,188,14.4,,,paslagr01
175,Rob Klinkhammer,2013,2015,3,113,19,15,34,16,33,17,2,0,2,15,0,0,160,11.9,1307,11:34,klinkro01
176,Norm Maciver,1996,1998,3,112,11,40,51,-28,88,7,3,1,1,16,24,0,126,8.7,,,macivno01
177,Richard Pánik,2018,2019,2,110,22,30,52,1,56,20,1,1,2,26,4,0,206,10.7,1810,16:28,panikri01
178,Krys Kolanos,2002,2006,4,109,17,18,35,-1,74,15,2,0,6,14,4,0,165,10.3,1431,13:08,kolankr01
179,Petr Průcha,2009,2011,3,109,15,18,33,-1,33,10,5,0,3,12,6,0,161,9.3,1585,14:33,pruchpe01
180,Darryl Shannon,1994,1996,3,108,7,20,27,0,138,6,0,1,0,17,0,3,90,7.8,,,shannda01
181,Mike Zigomanis,2007,2008,2,108,16,10,26,-15,52,13,2,1,0,9,1,0,177,9.0,1525,14:07,zigommi01
182,Josh Archibald,2018,2019,2,107,17,16,33,-1,40,17,0,0,1,15,0,1,131,13.0,1393,13:01,archijo01
183,Raffi Torres,2012,2013,2,107,20,18,38,1,96,19,1,0,1,18,0,0,139,14.4,1262,11:48,torrera01
184,Matt Jones,2006,2008,3,106,1,10,11,-27,63,1,0,0,0,9,0,1,55,1.8,1577,14:53,jonesma01
185,Mathias Tjärnqvist,2007,2008,2,104,9,11,20,-3,36,8,0,1,0,11,0,0,121,7.4,1450,13:56,tjarnma01
186,Troy Murray,1992,1993,2,103,20,34,54,-28,103,12,6,2,1,21,12,1,201,10.0,,,murratr01
187,Stu Barnes,1992,1994,3,102,25,23,48,-6,44,16,9,0,3,19,4,0,172,14.5,,,barnest01
188,Bryan Maxwell,1982,1984,3,102,8,25,33,-4,268,7,1,0,0,20,4,1,129,6.2,,,maxwebr01
189,Lee Stempniak,2010,2011,2,100,33,23,56,14,27,27,6,0,1,19,4,0,247,13.4,1527,15:16,stemple01
190,Viktor Tikhonov,2009,2016,2,100,11,11,22,-9,34,8,3,0,2,10,0,1,101,10.9,1198,11:59,tikhovi01
191,Brad Isbister,1998,1999,2,98,13,12,25,5,148,12,1,0,3,11,1,0,163,8.0,370,11:33,isbisbr01
192,Niko Kapanen,2007,2008,2,98,12,25,37,-12,42,6,6,0,6,10,15,0,113,10.6,1425,14:33,kapanni01
193,Jeff Taffe,2003,2007,4,98,15,13,28,-19,26,8,7,0,1,6,7,0,121,12.4,1141,11:39,taffeje01
194,Martin Erat,2014,2015,2,96,11,26,37,-12,54,8,3,0,1,23,3,0,98,11.2,1499,15:37,eratma01
195,Liam O'Brien,2022,2023,2,95,5,9,14,-4,220,5,0,0,0,9,0,0,75,6.7,1010,10:38,obrieli01
196,Dave Scatchard,2006,2007,2,93,14,17,31,-29,156,10,4,0,4,11,5,1,158,8.9,1314,14:08,scatcda01
197,Al Cameron,1980,1981,2,92,4,13,17,-46,93,4,0,0,0,9,4,0,98,4.1,,,cameral01
198,Jack McBain,2022,2023,2,92,14,15,29,-14,70,14,0,0,2,15,0,0,98,14.3,1288,14:00,mcbaija03
199,Barry Melrose,1980,1981,2,92,5,7,12,-54,164,5,0,0,1,7,0,0,117,4.3,,,melroba01
200,Evgeny Davydov,1992,1993,2,91,32,24,56,5,74,23,9,0,2,17,7,0,208,15.4,,,davydev01
201,Klas Dahlbeck,2015,2016,2,90,2,9,11,-12,34,2,0,0,0,8,0,1,80,2.5,1482,16:28,dahlbkl01
202,Michal Handzuš,2001,2002,2,89,19,34,53,-3,55,14,3,2,1,23,11,0,108,17.6,1431,16:05,handzmi01
203,J.J. Daigneault,1999,2000,2,88,1,13,14,-24,54,1,0,0,0,12,1,0,71,1.4,1383,15:43,daignjj01
204,Michael Grabner,2019,2020,2,87,17,10,27,-6,14,10,0,7,1,7,0,3,126,13.5,1159,13:19,grabnmi01
